popularity,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.0215980003588623,0.1578006987609695,-0.9028367222004936,5,1,-0.5984570040480625,-0.1315695020141215,0.208451935727827,-0.4114423620728348,1.7111982048927412,0.4571835274560627,1.5155820536290765,4,jazz
-0.7025510371028139,-1.71346569856661,-0.3483952683986939,2,1,-0.3734782367478048,1.6575074524130524,1.1013548705055936,0.9217076316159084,-1.0246149476156947,1.4084729180295366,-0.51415500406483,4,orchestral
-2.0603304823434563,-0.3224358102877011,-0.7325439899613696,8,1,-0.3747565251983744,1.953172783836093,2.2739217433458307,0.5104166761161898,-0.9362389609475852,-1.4189753957217723,-0.1745492851334881,4,jazz
0.2931538894069906,-0.1899567733087573,-1.1246133037212136,8,1,-0.5153682547610354,1.8415440362580064,1.697746642036404,-0.8092599931682524,-1.1398879737045335,-0.0760648343802405,-0.5835583655489481,4,jazz
0.247894574565636,-0.4549148472666449,-1.671134165325845,10,0,-0.4437841015291353,1.4885558344570295,-0.4878101866966171,-0.3263476816246172,-1.1245182368926885,-0.2142368524776242,1.3313838958818889,4,jazz
-2.0603304823434563,-0.1402771344416533,0.9783039246270412,1,1,1.5081623624907146,-0.6691976862956095,-0.4890231869099001,-0.6851635841812683,-1.5471859992184298,1.8352042302994809,0.6502752193659576,4,hiphop
1.198340186234086,-1.343628387000392,1.2792864281194471,9,0,-0.0730804508639378,-0.8861194957784321,-0.4883223423422255,0.8649778446504299,-0.4520922513744629,0.7901016584565538,0.7715443425332351,4,rock
-2.015071167502102,1.1955531550960288,0.9585024441341198,10,0,-0.3453558908352725,-0.8833740319866469,-0.4877697533561743,-0.8120964825165263,1.6151373498187094,-0.3324107482285058,3.255029739634499,4,disco
1.2888588159167955,0.8091559639074427,1.025827477810053,2,1,-0.5780043888389481,-0.7793179372848033,-0.3822117792402578,-0.333438904995302,1.6458768234423995,0.6098742521784803,-0.2400040186705346,4,rock
0.1121166300415718,-0.5542741250008528,-0.3998791176802896,3,1,-0.1996310074703328,1.081261755455902,-0.4889477113410736,0.1913116244353736,-0.8593902768883592,-1.5314604713287103,-0.6433213831262513,4,R&B
0.47419114877241,-1.4540275844828452,-2.08300495957861,0,1,-0.5856741195423659,1.9863597087917404,-0.4890080917961348,-0.0426987467972249,-1.4511251441443975,0.3223968808553817,-0.8548634929633719,4,jazz
