danceability,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.1586069018590145,5,1,-0.5981238834703579,-0.1320941755102737,0.2074073797228178,-0.4114953717085099,1.7110659593933757,0.4573306113094382,1.5148669121929432,4
-1.7098674867924748,2,1,-0.3731458501819482,1.656346938460797,1.0994732891063992,0.9217971605296766,-1.0235237853904402,1.406104265073162,-0.5141672619391604,4
-0.3209130739895977,8,1,-0.3744241344619959,1.951907190010822,2.270940973881819,0.5104622303710872,-0.935187318915682,-1.413866707007929,-0.1746791460620793,4
-0.1886317013417044,8,1,-0.5150354052672521,1.8403181154460169,1.6953059908456216,-0.8093555369136284,-1.1387452634009942,-0.0745075460760376,-0.5835465895309396,4
-0.4531944466374908,10,0,-0.4434514855845762,1.4874553661464969,-0.4882020524093452,-0.3263915930550087,-1.1233823996662538,-0.2123141607163353,1.330732540962686,4
-0.1390261865987445,1,1,1.508488610048388,-0.6695312859818501,-0.4894139155315267,-0.6852458597106058,-1.5458611523716186,1.831707063054197,0.6498597275555794,4
-1.34058198815044,9,0,-0.0727490443707192,-0.8863760011496747,-0.4887137279498218,0.8650613080940092,-0.4512571112713549,0.7893683221085792,0.7710868560847312,4
1.1948109876008437,10,0,-0.345023596020897,-0.8836315130995674,-0.4881616569719391,-0.8121923295354119,1.6150480610512477,-0.3301755391381701,3.253712239789195,4
0.808990317377822,2,1,-0.5776713349895934,-0.7796124000795636,-0.3827026350505473,-0.3334835746094671,1.6457737885207289,0.6096175370612194,-0.2401112130886677,4
-0.5524054761234107,3,1,-0.1992991880954498,1.0803060400316664,-0.4893385107150353,0.1913230604204575,-0.8583730002419792,-1.5260543096817552,-0.6432889115986942,4
-1.4508164653570177,0,1,-0.5853410406698801,1.9850823202868453,-0.4893988345682284,-0.042712330876671,-1.44984325402949,0.3229004153658098,-0.8547577659020156,4
0.665685497009271,6,0,-0.4907480039463442,-0.7732789661177774,-0.459218326070505,-0.7774416199185655,-0.0633448019691564,-0.3579178659551237,0.5602462444539474,4
0.4121461994341431,10,1,-0.5482707965484944,-0.3854315339817238,1.1095721484579115,-0.1774599804113815,1.6764995159902094,-0.2261331114645536,-0.6807463992443497,4
1.4042564942933409,9,1,-0.2414825693370266,-0.4276544270602989,0.3925531345005423,-0.4965991503620113,1.2424986154837894,-0.5954854701279013,-1.0692255899440557,4
1.007412376349662,9,0,3.004081217704293,-0.2014603569965041,-0.4894139155315267,-0.1774599804113815,-0.6740186354250928,-1.014613898236974,-0.4446219834527488,4
-0.1996551490623622,6,1,0.1087673233960657,-0.775390110771706,-0.4894139155315267,1.7586509839557725,0.7009576688341856,1.0443401463672743,-0.7368496552655167,4
1.2885102932264347,6,0,2.952949846502382,0.8782393374413429,-0.4894139155315267,-0.5178750950253866,-1.6507126973612227,-1.0706206784734575,-0.4122259980933891,4
1.2223696069024883,8,1,2.185979278473712,-0.4879728457439775,-0.4893984306138544,-0.8277946889552205,-1.3384624919526211,0.5296973584266853,0.2578125926212715,4
0.368052408551512,7,1,-0.656924960352556,0.74553881633725,-0.4893408671155507,0.0211155031134548,-0.8737358639767198,0.0598182245470761,0.0181439398657302,4
-0.3374482455705843,2,1,-0.3373538903406103,-0.8950033445740012,-0.4894012919573373,-0.9816906886869686,-0.1478405525102292,-0.9278712653287596,-0.1967980295895456,4
0.6601737731489422,8,1,0.2302043300006051,-0.6891347720540457,-0.4894011909687437,0.0352994662223716,0.750886975972092,0.0422747707004711,-0.8394310154191571,4
-0.1280027388780867,0,1,-0.5265399637876821,-0.8299782796804352,-0.4894139155315267,-0.234195832847049,-0.8046029771703874,-0.6708805515400974,-0.2472233942872099,4
1.3711861511313674,6,0,0.0947061963155402,-0.871296396478755,-0.4894139155315267,-0.4398632979263437,0.2515939045930245,0.8076427531987928,-0.7955607110594826,4
0.9908772047686752,7,1,1.061089112031664,-0.4276544270602989,-0.4798199991475901,1.0990966993911375,0.627984066094168,0.3896630036153908,-1.0228423148942294,4
-0.0122565378111808,0,1,-0.3603630073814704,-0.0959031243000665,-0.4893806566213957,-0.5334774544451951,-0.370602076663967,0.30507849399783,-0.0995982198761356,4
0.6987558401712444,0,0,-0.1289935526928217,-0.8906284496668742,-0.0618955363175085,-0.74765529738984,0.6318247820278532,0.1127966704886101,-0.5521463095393758,4
